Cylindromatosis	toll-like-receptor-2	Negative	PMID:16230348	Yoshida H, Jono H, Kai H, Li JD: The tumor suppressor cylindromatosis (CYLD) acts as a negative regulator for toll-like receptor 2 signaling via negative cross-talk with TRAF6 AND TRAF7. J Biol Chem. 2005 Dec 9;280(49):41111-21. Epub 2005 Oct 17. Toll-like receptor 2 (TLR2) plays an important role in host defense against bacterial pathogens. Activation of TLR2 signaling not only induces the activation of innate immunity and instructs the development of the acquired immunity but also leads to the detrimental inflammatory responses in inflammatory and infectious diseases. To avoid detrimental inflammatory responses, TLR2 signaling must be tightly regulated. In contrast to the relative known positive regulation of TLR2 signaling, its negative regulation, however, is largely unknown. In addition the distal signaling components that link TLR2 to its downstream signaling pathways have yet to be further defined. In the present study we have provided direct evidence for the negative regulation of TLR2 signaling by the tumor suppressor cylindromatosis (CYLD). We showed that activation of TLR2 signaling by TLR2 ligands including peptidoglycan (PGN), MALP-2, and Pam3CSK4 induces activation of IKKs-IkappaBalpha and MKK3/6-p38 pathways not only by TRAF6 but also by TRAF7, a recently identified TRAF family member. The activation of both pathways leads to the transcription of TNF-alpha, IL-1beta, and IL-8 as well as CYLD. CYLD in turn leads to the inhibition of TRAF6 and TRAF7 likely via a deubiquitination-dependent mechanism. The present studies thus unveil a novel autoregulatory feedback mechanism that negatively controls TLR2-IKKs-IkappaBalpha/MKK3/6-p38-NF-kappaB-dependent induction of immune and inflammatory responses via negatively cross-talking with both TRAF6 and TRAF7. These findings provide novel insights into autoregulation and negative regulation of TLR signaling.
Cylindromatosis	CYLD	Positive	PMID:17495026	Stegmeier F, Sowa ME, Nalepa G, Gygi SP, Harper JW, Elledge SJ: The tumor suppressor CYLD regulates entry into mitosis. Proc Natl Acad Sci U S A. 2007 May 22;104(21):8869-74. Epub 2007 May 10. Mutations in the cylindromatosis (CYLD) gene cause benign tumors of skin appendages, referred to as cylindromas. The CYLD gene encodes a deubiquitinating enzyme that removes Lys-63-linked ubiquitin chains from I kappa B kinase signaling components and thereby inhibits NF-kappaB pathway activation. The dysregulation of NF-kappaB activity has been proposed to promote cell transformation in part by increasing apoptosis resistance, but it is not clear whether this is CYLD's only or predominant tumor-suppressing function. Here, we show that CYLD is also required for timely entry into mitosis. Consistent with a cell-cycle regulatory function, CYLD localizes to microtubules in interphase and the midbody during telophase, and its protein levels decrease as cells exit from mitosis. We identified the protein kinase Plk1 as a potential target of CYLD in the regulation of mitotic entry, based on their physical interaction and similar loss-of-function and overexpression phenotypes. Our findings raise the possibility that, as with other genes regulating tumorigenesis, CYLD has not only tumor-suppressing (apoptosis regulation) but also tumor-promoting activities (enhancer of mitotic entry). We propose that this additional function of CYLD could provide an explanation for the benign nature of most cylindroma lesions.
Cylindromatosis	CYLD	Positive	PMID:16922728	Young AL, Kellermayer R, Szigeti R, Teszas A, Azmi S, Celebi JT: CYLD mutations underlie Brooke-Spiegler, familial cylindromatosis, and multiple familial trichoepithelioma syndromes. Clin Genet. 2006 Sep;70(3):246-9. Brooke-Spiegler syndrome (BSS), familial cylindromatosis (FC), and multiple familial trichoepithelioma (MFT), originally described as distinct inherited disorders, are characterized by a variety of skin appendage neoplasms. Mutations in the CYLD gene are found in individuals with these syndromes. We describe a single family with affected members exhibiting either the FC or the MFT phenotypes associated with a mutation in the CYLD gene. These findings support the notion that BSS, FC, and MFT represent phenotypic variation of a single defect. Of interest, one of the affected individuals described in this report exhibits a severe phenotype illustrating the morbidity of the disorder.
Cylindromatosis	CYLD	Positive	PMID:16135788	Wang L, Baiocchi RA, Pal S, Mosialos G, Caligiuri M, Sif S: The BRG1- and hBRM-associated factor BAF57 induces apoptosis by stimulating expression of the cylindromatosis tumor suppressor gene. Mol Cell Biol. 2005 Sep;25(18):7953-65. Mutation of BRG1, hBRM, and their associated factors, INI1 and BAF57, in primary human tumors has suggested that inactivation of human SWI/SNF (hSWI/SNF) complexes may be involved in neoplastic transformation. BT549 is an invasive human breast carcinoma cell line that lacks expression of BAF57, a key hSWI/SNF subunit that mediates interaction with transcriptional activators and corepressors. In this study we investigated the role of BAF57 in suppressing tumorigenesis by establishing BT549 stable cell lines that expresses full-length BAF57 protein. BT549 clones expressing BAF57 demonstrated marked phenotypic changes, slow growth kinetics, and restoration of contact inhibition. Altered growth was found to be due in part to cell cycle arrest and induction of apoptosis. Furthermore, microarray analysis revealed that BAF57-mediated cell death was associated with up-regulation of proapoptotic genes including the tumor suppressor familial cylindromatosis (CYLD), which was found to be a direct target of BAF57 as determined by chromatin immunoprecipitation analysis. Increased expression of CYLD in BT549 cells induced apoptosis, while its suppression by small interfering RNA inhibited cell death in BAF57 expressing BT549 cells. These findings demonstrate the importance of BAF57 in cell growth regulation and provide a novel link between hSWI/SNF chromatin remodelers and apoptosis.
Cylindromatosis	CYLD	Positive	PMID:15854031	Bowen S, Gill M, Lee DA, Fisher G, Geronemus RG, Vazquez ME, Celebi JT: Mutations in the CYLD gene in Brooke-Spiegler syndrome, familial cylindromatosis, and multiple familial trichoepithelioma: lack of genotype-phenotype correlation. J Invest Dermatol. 2005 May;124(5):919-20. Brooke-Spiegler syndrome (BSS), familial cylindromatosis (FC), and multiple familial trichoepithelioma (MFT), originally described as distinct entities, share overlapping clinical findings. Patients with BSS are predisposed to multiple skin appendage tumors such as cylindroma, trichoepithelioma, and spiradenoma. FC, however, is characterized by cylindromas and MFT by trichoepitheliomas as the only tumor type. These disorders have recently been associated with mutations in the CYLD gene. In this report, we describe three families with BSS, one with FC, and two with MFT phenotypes associated with novel and recurrent mutations in CYLD. We provide evidence that these disorders represent phenotypic variation of a single entity and lack genotype-phenotype correlation.
Cylindromatosis	CYLD	Positive	PMID:15541090	Oiso N, Mizuno N, Fukai K, Nakagawa K, Ishii M: Mild phenotype of familial cylindromatosis associated with an R758X nonsense mutation in the CYLD tumour suppressor gene. Br J Dermatol. 2004 Nov;151(5):1084-6. Familial cylindromatosis is a rare dominantly inherited disease characterized by the development of multiple benign tumours of the skin appendages, including cylindromas, trichoepitheliomas and spiradenomas. The gene responsible was positionally cloned recently, and was designated CYLD. We describe a family with cylindromatosis, in which affected individuals have an inherited R758X nonsense mutation of CYLD. Affected members of this family manifest a relatively mild tumour phenotype; the largest tumour was only 30 mm in diameter. Thus far, there is no evident genotype-phenotype relationship in cylindromatosis, although the number of families reported with both phenotypic and genotypic data remains small.
Cylindromatosis	CYLD	Positive	PMID:15086550	Zhang XJ, Liang YH, He PP, Yang S, Wang HY, Chen JJ, Yuan WT, Xu SJ, Cui Y, Huang W: Identification of the cylindromatosis tumor-suppressor gene responsible for multiple familial trichoepithelioma. J Invest Dermatol. 2004 Mar;122(3):658-64. Multiple familial trichoepithelioma (MFT) is an autosomal dominant skin disease characterized by the presence of many small benign tumors with pilar differentiation predominantly on the face. The first locus has been previously mapped to chromosome 9p21, but no gene for MFT has been identified to date. To identify the disease gene in a large Chinese family, we initially performed linkage analysis with microsatellite markers from 9p21, but failed to confirm the linkage to this region. Previous publications showed MFT and familial cylindromatosis (FC) can occur within one family and in a single person. Therefore, we speculated that the cylindromatosis gene (CYLDI gene) responsible for FC may be related to the pathogenesis of MFT. In view of that, we genotyped all available individuals using 11 microsatellite markers spanning the CYLDI gene region at 16q12-q13. We identified the linkage of MFT to this region. Mutation analysis in the CYLDI gene detected a frameshift mutation, designated as c.2355-2358delCAGA. The study firstly identified the cylindromatosis gene responsible for MFT and showed that different mutations of the CYLDI gene can give rise to distinct clinical and histological expression such as FC and MFT.
Cylindromatosis	CYLD	Positive	PMID:14585643	Wall NR, Shi Y: Small RNA: can RNA interference be exploited for therapy? . Lancet. 2003 Oct 25;362(9393):1401-3. CONTEXT: RNA interference (RNAi) is the sequence-specific gene-silencing induced by double-stranded RNA (dsRNA), and gives information about gene function quickly, easily, and inexpensively. The use of RNAi for genetic-based therapies is widely studied, especially in viral infections, cancers, and inherited genetic disorders. RNAi has been used to make tissue-specific knockdown mice for studying gene function in a whole animal. Combined with genomics data, RNAi-directed gene-silencing could allow functional determination of any gene expressed in a cell or pathway. The term RNAi came from the discovery that the injection of dsRNAs into Caenorhabditis elegans interferes with the expression of specific genes containing a complementary region to the delivered dsRNA. Although stalled for a time by the non-gene-specific interferon response elicited by dsRNA molecules longer than about 30 nucleotides in mammalian cells, Tom Tuschl's group found that transfection of synthetic 21-nucleotide small-interfering RNA (siRNA) duplexes were highly selective and sequence-specific inhibitors of endogenous genes. STARTING POINT: siRNA expression has been studied with siRNA from plasmid and viral vectors that efficiently deliver siRNAs into both dividing and non-dividing cells, stem cells, zygotes, and their differentiated progeny. A collection of RNA interference vectors that suppress 50 human de-ubiquitinating enzymes allowed Thijn Brummelkamp and colleagues to study this gene family and to identify de-ubiquitinating enzymes in cancer-relevant pathways (Nature 2003; 424: 797-801). These researchers found that the familial cylindromatosis tumour suppressor gene (CYLD), previously of unknown function, could enhance the activation of the transcription factor NF-kappaB, leading to increased resistance to apoptosis. They have now started to investigate the use of CYLD inhibitors in clinical trials. WHERE NEXT: The ability to efficiently and stably produce and deliver sufficient amounts of siRNA to the proper target tissues require refinement before this new technology can be tried clinically. Initial in-vivo studies reported effective transgene suppression in adult mice by chemically synthesised siRNAs. More recently many researchers have used plasmid and viral vectors for transcription of short-hairpin RNAs, both in vitro and in vivo. With these expression systems, gene expression was more stably inhibited than with the transient knockdown recorded with chemically synthesised siRNA. Human trials exploiting these latest findings are likely to soon follow.
Cylindromatosis	CYLD	Positive	PMID:12917691	Kovalenko A, Chable-Bessia C, Cantarella G, Israel A, Wallach D, Courtois G: The tumour suppressor CYLD negatively regulates NF-kappaB signalling by deubiquitination. Nature. 2003 Aug 14;424(6950):801-5. NF-kappaB transcription factors have key roles in inflammation, immune response, oncogenesis and protection against apoptosis. In most cells, these factors are kept inactive in the cytoplasm through association with IkappaB inhibitors. After stimulation by various reagents, IkappaB is phosphorylated by the IkappaB kinase (IKK) complex and degraded by the proteasome, allowing NF-kappaB to translocate to the nucleus and activate its target genes. Here we report that CYLD, a tumour suppressor that is mutated in familial cylindromatosis, interacts with NEMO, the regulatory subunit of IKK. CYLD also interacts directly with tumour-necrosis factor receptor (TNFR)-associated factor 2 (TRAF2), an adaptor molecule involved in signalling by members of the family of TNF/nerve growth factor receptors. CYLD has deubiquitinating activity that is directed towards non-K48-linked polyubiquitin chains, and negatively modulates TRAF-mediated activation of IKK, strengthening the notion that ubiquitination is involved in IKK activation by TRAFs and suggesting that CYLD functions in this process. Truncations of CYLD found in cylindromatosis result in reduced enzymatic activity, indicating a link between impaired deubiquitination of CYLD substrates and human pathophysiology.
Cylindromatosis	CYLD	Positive	PMID:12917690	Brummelkamp TR, Nijman SM, Dirac AM, Bernards R: Loss of the cylindromatosis tumour suppressor inhibits apoptosis by activating NF-kappaB. Nature. 2003 Aug 14;424(6950):797-801. Protein modification by the conjugation of ubiquitin moieties--ubiquitination--plays a major part in many biological processes, including cell cycle and apoptosis. The enzymes that mediate ubiquitin-conjugation have been well-studied, but much less is known about the ubiquitin-specific proteases that mediate de-ubiquitination of cellular substrates. To study this gene family, we designed a collection of RNA interference vectors to suppress 50 human de-ubiquitinating enzymes, and used these vectors to identify de-ubiquitinating enzymes in cancer-relevant pathways. We report here that inhibition of one of these enzymes, the familial cylindromatosis tumour suppressor gene (CYLD), having no known function, enhances activation of the transcription factor NF-kappaB. We show that CYLD binds to the NEMO (also known as IKKgamma) component of the IkappaB kinase (IKK) complex, and appears to regulate its activity through de-ubiquitination of TRAF2, as TRAF2 ubiquitination can be modulated by CYLD. Inhibition of CYLD increases resistance to apoptosis, suggesting a mechanism through which loss of CYLD contributes to oncogenesis. We show that this effect can be relieved by aspirin derivatives that inhibit NF-kappaB activity, which suggests a therapeutic intervention strategy to restore growth control in patients suffering from familial cylindromatosis.
Cylindromatosis	CYLD	Positive	PMID:12917689	Trompouki E, Hatzivassiliou E, Tsichritzis T, Farmer H, Ashworth A, Mosialos G: CYLD is a deubiquitinating enzyme that negatively regulates NF-kappaB activation by TNFR family members. Nature. 2003 Aug 14;424(6950):793-6. Familial cylindromatosis is an autosomal dominant predisposition to tumours of skin appendages called cylindromas. Familial cylindromatosis is caused by mutations in a gene encoding the CYLD protein of previously unknown function. Here we show that CYLD is a deubiquitinating enzyme that negatively regulates activation of the transcription factor NF-kappaB by specific tumour-necrosis factor receptors (TNFRs). Loss of the deubiquitinating activity of CYLD correlates with tumorigenesis. CYLD inhibits activation of NF-kappaB by the TNFR family members CD40, XEDAR and EDAR in a manner that depends on the deubiquitinating activity of CYLD. Downregulation of CYLD by RNA-mediated interference augments both basal and CD40-mediated activation of NF-kappaB. The inhibition of NF-kappaB activation by CYLD is mediated, at least in part, by the deubiquitination and inactivation of TNFR-associated factor 2 (TRAF2) and, to a lesser extent, TRAF6. These results indicate that CYLD is a negative regulator of the cytokine-mediated activation of NF-kappaB that is required for appropriate cellular homeostasis of skin appendages.
Cylindromatosis	BRG1	Negative	PMID:16135788	Wang L, Baiocchi RA, Pal S, Mosialos G, Caligiuri M, Sif S: The BRG1- and hBRM-associated factor BAF57 induces apoptosis by stimulating expression of the cylindromatosis tumor suppressor gene. Mol Cell Biol. 2005 Sep;25(18):7953-65. Mutation of BRG1, hBRM, and their associated factors, INI1 and BAF57, in primary human tumors has suggested that inactivation of human SWI/SNF (hSWI/SNF) complexes may be involved in neoplastic transformation. BT549 is an invasive human breast carcinoma cell line that lacks expression of BAF57, a key hSWI/SNF subunit that mediates interaction with transcriptional activators and corepressors. In this study we investigated the role of BAF57 in suppressing tumorigenesis by establishing BT549 stable cell lines that expresses full-length BAF57 protein. BT549 clones expressing BAF57 demonstrated marked phenotypic changes, slow growth kinetics, and restoration of contact inhibition. Altered growth was found to be due in part to cell cycle arrest and induction of apoptosis. Furthermore, microarray analysis revealed that BAF57-mediated cell death was associated with up-regulation of proapoptotic genes including the tumor suppressor familial cylindromatosis (CYLD), which was found to be a direct target of BAF57 as determined by chromatin immunoprecipitation analysis. Increased expression of CYLD in BT549 cells induced apoptosis, while its suppression by small interfering RNA inhibited cell death in BAF57 expressing BT549 cells. These findings demonstrate the importance of BAF57 in cell growth regulation and provide a novel link between hSWI/SNF chromatin remodelers and apoptosis.
Cylindromatosis	integrin	Negative	PMID:12714041	Aumailley M, El Khal A, Knoss N, Tunggal L: Laminin 5 processing and its integration into the ECM. . Matrix Biol. 2003 Mar;22(1):49-54. Laminins are a family of multi-functional basement membrane proteins. Their C-terminal domain binds to cell surface receptors and is thereby responsible for cell anchorage and the initiation of specific outside-in and inside-out signals. With their N-terminal parts, laminins interact with proteins of the extracellular matrix scaffold to secure the basement membrane to the underlying mesenchymal tissue. Laminins 5A (alpha3Abeta3gamma2), 5B (alpha3Bbeta3gamma2) and 6 (alpha3Abeta1gamma1) are isoforms specific of the basement membrane underneath the epidermis and they undergo a sequential series of extracellular proteolytic changes, which might successively turn on and off one or several of their biological and mechanical functions. Under physiological conditions, such as in adult human skin, epithelial laminins have lost part of the C- and N-terminal domains of the alpha3 and gamma2 chains, respectively. In contrast, in cylindromatosis, a rare inherited disease characterised by major ultrastructural alterations of the basement membrane and altered expression/distribution of integrin receptors, laminin processing has not been completed. Together, these results suggest that laminin processing may regulate signalling pathways and the architecture of the basement membrane by restricting the repertoire of interactions with cell surface receptors and extracellular matrix components.
